# binary	round	threads	gcthreads	collection	wall_ms	mark_ms	sweep_ms	safepoint_us	live_mb
vanilla	6	1	1	11	39.165	35.421	3.72	4.759	55.1
vanilla	6	1	1	12	39.405	35.585	3.797	4.98	55.1
regions	6	4	2	1	57.346	49.566	7.75	6.773	151.1
regions	6	4	2	2	58.031	50.139	7.847	13.916	151.1
regions	6	4	2	3	57.229	49.38	7.815	5.491	151.1
regions	6	4	2	4	57.193	49.4	7.761	5.24	151.1
regions	6	4	2	5	57.188	49.336	7.821	6.773	151.1
regions	6	4	2	6	57.436	49.594	7.809	7.534	151.1
regions	6	4	2	7	57.438	49.617	7.791	5.781	151.1
regions	6	4	2	8	57.148	49.296	7.82	5.721	151.1
regions	6	4	2	9	57.238	49.393	7.815	6.502	151.1
regions	6	4	2	10	58.425	50.207	8.179	6.071	151.1
regions	6	4	2	11	57.542	49.714	7.793	6.622	151.1
regions	6	4	2	12	57.425	49.675	7.719	6.993	151.1
vanilla	6	4	2	1	56.397	48.707	7.654	7.665	151.1
vanilla	6	4	2	2	57.121	49.467	7.605	13.596	151.1
vanilla	6	4	2	3	56.119	48.523	7.563	6.873	151.1
vanilla	6	4	2	4	55.04	47.473	7.539	5.35	151.1
vanilla	6	4	2	5	55.997	48.358	7.61	4.389	151.1
vanilla	6	4	2	6	55.774	48.182	7.56	5.781	151.1
vanilla	6	4	2	7	55.883	48.276	7.579	5.521	151.1
vanilla	6	4	2	8	56.214	48.619	7.565	6.372	151.1
vanilla	6	4	2	9	56.448	48.853	7.566	6.332	151.1
vanilla	6	4	2	10	56.334	48.728	7.575	6.222	151.1
vanilla	6	4	2	11	56.574	48.948	7.594	6.272	151.1
vanilla	6	4	2	12	56.416	48.818	7.566	6.643	151.1
regions	6	8	4	1	74.936	64.551	10.333	24.826	279.1
regions	6	8	4	2	61.027	50.132	10.853	11.652	279.2
regions	6	8	4	3	75.241	64.803	10.412	4.94	279.2
regions	6	8	4	4	59.44	49.014	10.395	4.729	279.2
regions	6	8	4	5	59.155	48.439	10.685	4.629	279.2
regions	6	8	4	6	60.023	49.627	10.368	5.911	279.2
regions	6	8	4	7	59.444	48.792	10.625	5.22	279.2
regions	6	8	4	8	60.826	50.207	10.585	7.023	279.2
regions	6	8	4	9	61.402	50.671	10.702	7.674	279.2
regions	6	8	4	10	69.832	59.238	10.563	5.36	279.2
regions	6	8	4	11	67.996	57.481	10.487	6.232	279.2
regions	6	8	4	12	59.473	48.764	10.667	19.317	279.2
vanilla	6	8	4	1	73.587	63.577	9.981	6.443	279.1
vanilla	6	8	4	2	58.131	48.015	10.074	9.868	279.2
vanilla	6	8	4	3	57.717	47.53	10.155	6.842	279.2
vanilla	6	8	4	4	66.713	56.524	10.145	9.338	279.2
vanilla	6	8	4	5	57.495	46.922	10.527	7.344	279.2
vanilla	6	8	4	6	54.427	44.431	9.948	7.945	279.2
vanilla	6	8	4	7	57.263	47.154	10.07	7.815	279.2
vanilla	6	8	4	8	58.067	47.958	10.073	7.474	279.2
vanilla	6	8	4	9	57.16	47.006	10.119	8.045	279.2
vanilla	6	8	4	10	57.446	47.256	10.149	9.207	279.2
vanilla	6	8	4	11	56.13	45.925	10.167	7.194	279.2
vanilla	6	8	4	12	56.215	46.039	10.14	7.384	279.2
regions	6	16	8	1	80.301	64.196	16.039	29.706	535.2
regions	6	16	8	2	71.886	54.94	16.893	9.267	535.2
regions	6	16	8	3	73.148	56.445	16.654	7.283	535.2
regions	6	16	8	4	69.499	52.909	16.546	6.462	535.2
regions	6	16	8	5	63.617	47.187	16.387	6.903	535.2
regions	6	16	8	6	65.489	48.394	17.043	6.583	535.2
regions	6	16	8	7	66.731	49.806	16.873	8.936	535.2
regions	6	16	8	8	67.806	52.109	15.653	6.472	535.2
regions	6	16	8	9	70.482	53.48	16.957	7.845	535.2
regions	6	16	8	10	66.758	49.737	16.978	8.907	535.2
regions	6	16	8	11	66.613	49.25	17.014	313.342	535.2
regions	6	16	8	12	66.115	49.093	16.981	5.811	535.2
vanilla	6	16	8	1	85.66	69.718	15.893	9.739	535.2
vanilla	6	16	8	2	63.357	47.628	15.67	7.884	535.2
vanilla	6	16	8	3	64.375	48.176	16.15	8.636	535.2
vanilla	6	16	8	4	65.999	50.106	15.848	7.814	535.2
vanilla	6	16	8	5	65.968	49.645	16.271	6.422	535.2
vanilla	6	16	8	6	65.058	48.986	16.028	8.335	535.2
vanilla	6	16	8	7	67.242	51.086	16.115	6.302	535.2
vanilla	6	16	8	8	62.849	47.103	15.703	7.935	535.2
vanilla	6	16	8	9	64.908	49.386	15.482	7.033	535.2
vanilla	6	16	8	10	65.096	49.511	15.545	7.424	535.2
vanilla	6	16	8	11	63.479	47.232	15.919	295.578	535.2
vanilla	6	16	8	12	82.146	66.344	15.764	5.741	535.2
regions	6	30	15	1	98.03	73.042	24.846	23.695	983.3
regions	6	30	15	2	85.915	60.923	24.932	8.706	983.3
regions	6	30	15	3	85.585	59.858	25.659	8.516	983.3
regions	6	30	15	4	88.561	61.052	27.449	8.456	983.3
regions	6	30	15	5	87.159	62.0	25.086	6.342	983.3
regions	6	30	15	6	91.761	66.806	24.896	8.556	983.3
regions	6	30	15	7	82.561	57.77	24.734	6.683	983.3
regions	6	30	15	8	82.722	57.687	24.967	20.869	983.3
regions	6	30	15	9	84.915	59.807	25.041	6.522	983.3
regions	6	30	15	10	82.623	56.86	25.709	8.205	983.3
regions	6	30	15	11	89.404	64.459	24.875	6.673	983.3
regions	6	30	15	12	84.157	59.08	25.018	8.026	983.3
vanilla	6	30	15	1	98.244	74.899	23.193	8.726	983.3
vanilla	6	30	15	2	74.928	51.659	23.203	9.037	983.3
vanilla	6	30	15	3	89.072	63.953	25.056	7.935	983.3
vanilla	6	30	15	4	90.57	65.588	24.917	11.762	983.3
vanilla	6	30	15	5	80.008	55.226	24.716	8.195	983.3
vanilla	6	30	15	6	80.698	56.759	23.86	15.89	983.3
vanilla	6	30	15	7	80.414	56.228	24.118	8.266	983.3
vanilla	6	30	15	8	90.023	67.28	22.666	26.54	983.3
vanilla	6	30	15	9	81.304	58.042	23.195	7.364	983.3
vanilla	6	30	15	10	75.278	51.553	23.657	8.927	983.3
vanilla	6	30	15	11	76.523	52.993	23.476	8.837	983.3
vanilla	6	30	15	12	80.124	56.564	23.49	14.808	983.3
vanilla	7	1	1	1	51.89	47.761	4.106	3.096	55.1
vanilla	7	1	1	2	41.48	37.062	4.38	10.64	55.1
vanilla	7	1	1	3	39.986	35.828	4.129	4.779	55.1
vanilla	7	1	1	4	39.764	35.73	4.007	6.192	55.1
vanilla	7	1	1	5	39.114	35.327	3.761	5.22	55.1
vanilla	7	1	1	6	39.21	35.234	3.95	5.551	55.1
vanilla	7	1	1	7	39.2	35.315	3.858	5.29	55.1
vanilla	7	1	1	8	39.288	35.394	3.868	6.512	55.1
vanilla	7	1	1	9	39.214	35.384	3.804	5.791	55.1
vanilla	7	1	1	10	39.273	35.357	3.891	5.34	55.1
vanilla	7	1	1	11	39.188	35.352	3.807	5.951	55.1
vanilla	7	1	1	12	39.111	35.295	3.792	3.957	55.1
regions	7	1	1	1	53.167	49.088	4.054	3.797	55.1
regions	7	1	1	2	41.994	37.644	4.312	9.057	55.1
regions	7	1	1	3	40.135	36.046	4.059	5.491	55.1
regions	7	1	1	4	40.49	36.384	4.081	4.919	55.1
regions	7	1	1	5	40.041	36.113	3.907	3.286	55.1
regions	7	1	1	6	40.123	36.134	3.965	3.968	55.1
regions	7	1	1	7	39.949	36.056	3.869	4.709	55.1
regions	7	1	1	8	39.806	35.951	3.833	4.498	55.1
regions	7	1	1	9	39.721	35.88	3.819	3.567	55.1
regions	7	1	1	10	39.612	35.778	3.814	3.517	55.1
regions	7	1	1	11	39.598	35.835	3.74	4.97	55.1
regions	7	1	1	12	39.773	35.929	3.822	3.646	55.1
vanilla	7	4	2	1	56.635	48.989	7.613	9.628	151.1
vanilla	7	4	2	2	58.071	50.341	7.69	10.039	151.1
vanilla	7	4	2	3	56.621	48.936	7.648	5.2	151.1
vanilla	7	4	2	4	57.07	49.341	7.703	4.027	151.1
vanilla	7	4	2	5	56.903	49.214	7.66	5.55	151.1
vanilla	7	4	2	6	57.623	49.78	7.821	5.63	151.1
vanilla	7	4	2	7	56.844	48.942	7.878	2.876	151.1
vanilla	7	4	2	8	56.75	49.075	7.647	4.579	151.1
vanilla	7	4	2	9	56.698	48.983	7.687	5.29	151.1
vanilla	7	4	2	10	56.836	49.134	7.67	5.059	151.1
vanilla	7	4	2	11	56.51	48.778	7.703	5.24	151.1
vanilla	7	4	2	12	56.804	49.097	7.679	6.061	151.1
regions	7	4	2	1	57.249	49.749	7.466	6.162	151.1
regions	7	4	2	2	58.43	50.845	7.547	7.244	151.1
regions	7	4	2	3	57.451	49.834	7.585	5.14	151.1
regions	7	4	2	4	57.432	49.807	7.594	6.532	151.1
regions	7	4	2	5	57.577	49.995	7.553	5.37	151.1
regions	7	4	2	6	57.28	49.683	7.567	6.112	151.1
regions	7	4	2	7	56.967	49.38	7.556	6.081	151.1
regions	7	4	2	8	57.361	49.758	7.574	6.131	151.1
regions	7	4	2	9	56.901	49.293	7.579	5.871	151.1
regions	7	4	2	10	57.225	49.604	7.59	6.152	151.1
regions	7	4	2	11	56.976	49.386	7.56	6.292	151.1
regions	7	4	2	12	56.942	49.307	7.605	6.662	151.1
vanilla	7	8	4	1	74.179	63.867	10.253	28.564	279.1
vanilla	7	8	4	2	63.906	53.723	10.145	8.867	279.2
vanilla	7	8	4	3	59.864	49.754	10.083	5.551	279.2
vanilla	7	8	4	4	56.873	46.697	10.143	5.871	279.2
vanilla	7	8	4	5	60.613	50.427	10.155	6.432	279.2
vanilla	7	8	4	6	64.613	54.394	10.192	5.219	279.2
vanilla	7	8	4	7	58.413	48.077	10.304	5.3	279.2
vanilla	7	8	4	8	62.315	51.974	10.31	6.423	279.2
vanilla	7	8	4	9	62.749	52.065	10.657	7.364	279.2
vanilla	7	8	4	10	63.129	52.773	10.323	5.38	279.2
vanilla	7	8	4	11	58.148	47.673	10.441	6.883	279.2
vanilla	7	8	4	12	57.486	47.044	10.414	6.072	279.2
regions	7	8	4	1	70.648	60.555	10.045	22.212	279.1
regions	7	8	4	2	61.652	51.9	9.71	9.077	279.2
regions	7	8	4	3	58.38	48.524	9.814	9.778	279.2
regions	7	8	4	4	57.705	47.883	9.786	6.782	279.2
regions	7	8	4	5	65.016	55.031	9.952	7.083	279.2
regions	7	8	4	6	59.818	49.716	10.074	5.621	279.2
regions	7	8	4	7	60.649	50.791	9.831	5.43	279.2
regions	7	8	4	8	57.9	47.868	10.003	5.04	279.2
regions	7	8	4	9	59.329	49.265	10.001	4.568	279.2
regions	7	8	4	10	63.488	53.481	9.964	7.734	279.2
regions	7	8	4	11	58.455	48.495	9.926	6.182	279.2
regions	7	8	4	12	61.87	51.951	9.886	6.783	279.2
vanilla	7	16	8	1	77.679	61.741	15.887	7.945	535.2
vanilla	7	16	8	2	66.512	50.72	15.741	7.885	535.2
vanilla	7	16	8	3	61.549	45.973	15.525	6.913	535.2
vanilla	7	16	8	4	66.528	51.163	15.31	7.734	535.2
vanilla	7	16	8	5	61.745	45.979	15.717	8.847	535.2
vanilla	7	16	8	6	60.344	44.7	15.595	9.638	535.2
vanilla	7	16	8	7	62.793	47.053	15.697	7.995	535.2
vanilla	7	16	8	8	63.732	48.073	15.617	7.815	535.2
vanilla	7	16	8	9	63.475	47.685	15.731	7.043	535.2
vanilla	7	16	8	10	64.443	48.649	15.738	8.436	535.2
vanilla	7	16	8	11	63.353	47.523	15.787	8.737	535.2
vanilla	7	16	8	12	71.285	55.675	15.553	24.125	535.2
regions	7	16	8	1	79.115	62.144	16.926	7.825	535.2
regions	7	16	8	2	68.795	51.59	17.155	7.414	535.2
regions	7	16	8	3	68.365	51.515	16.805	6.652	535.2
regions	7	16	8	4	67.274	50.42	16.803	6.092	535.2
regions	7	16	8	5	66.582	50.49	16.046	7.534	535.2
regions	7	16	8	6	64.958	48.082	16.831	6.923	535.2
regions	7	16	8	7	75.148	58.1	17.006	7.293	535.2
regions	7	16	8	8	73.864	57.286	16.537	6.362	535.2
regions	7	16	8	9	72.707	57.01	15.651	8.396	535.2
regions	7	16	8	10	67.359	51.395	15.923	6.493	535.2
regions	7	16	8	11	66.687	49.202	16.991	459.697	535.2
regions	7	16	8	12	68.831	51.752	17.037	6.332	535.2
vanilla	7	30	15	1	87.447	63.807	23.462	27.702	983.3
vanilla	7	30	15	2	83.132	59.565	23.499	9.147	983.3
vanilla	7	30	15	3	82.518	59.11	23.351	8.246	983.3
vanilla	7	30	15	4	78.847	55.177	23.592	7.705	983.3
vanilla	7	30	15	5	78.599	55.156	23.383	9.769	983.3
vanilla	7	30	15	6	79.287	55.278	23.955	6.953	983.3
vanilla	7	30	15	7	81.708	58.04	23.606	8.667	983.3
vanilla	7	30	15	8	77.539	53.927	23.554	8.687	983.3
vanilla	7	30	15	9	78.66	55.157	23.438	22.072	983.3
vanilla	7	30	15	10	80.106	56.632	23.42	5.971	983.3
vanilla	7	30	15	11	81.473	57.968	23.455	8.216	983.3
vanilla	7	30	15	12	80.371	56.714	23.586	8.286	983.3
regions	7	30	15	1	100.281	75.141	25.077	12.383	983.3
regions	7	30	15	2	93.107	67.774	25.267	10.53	983.3
regions	7	30	15	3	84.445	58.713	25.66	7.294	983.3
regions	7	30	15	4	89.367	63.162	26.129	21.12	983.3
regions	7	30	15	5	88.111	59.807	28.243	7.474	983.3
regions	7	30	15	6	89.256	63.962	25.227	7.464	983.3
regions	7	30	15	7	82.466	57.148	25.248	11.692	983.3
regions	7	30	15	8	83.755	58.545	25.138	22.733	983.3
regions	7	30	15	9	94.316	69.059	25.198	6.873	983.3
regions	7	30	15	10	82.565	57.262	25.25	7.214	983.3
regions	7	30	15	11	89.334	64.003	25.278	6.161	983.3
regions	7	30	15	12	85.731	60.474	25.206	8.316	983.3
regions	8	1	1	1	52.384	47.968	4.393	2.495	55.1
regions	8	1	1	2	41.836	37.565	4.24	8.486	55.1
regions	8	1	1	3	39.612	35.897	3.69	3.917	55.1
regions	8	1	1	4	39.74	35.957	3.766	3.276	55.1
regions	8	1	1	5	40.9	36.79	4.092	2.876	55.1
regions	8	1	1	6	40.549	36.227	4.302	3.026	55.1
regions	8	1	1	7	40.012	35.966	4.024	3.557	55.1
regions	8	1	1	8	39.747	35.802	3.923	3.677	55.1
regions	8	1	1	9	39.464	35.695	3.745	5.45	55.1
regions	8	1	1	10	39.63	35.807	3.799	5.13	55.1
regions	8	1	1	11	39.461	35.684	3.755	4.358	55.1
regions	8	1	1	12	39.593	35.676	3.892	4.869	55.1
vanilla	8	1	1	1	52.149	47.993	4.133	3.567	55.1
vanilla	8	1	1	2	41.203	36.985	4.177	14.577	55.1
vanilla	8	1	1	3	39.557	35.49	4.042	4.639	55.1
vanilla	8	1	1	4	39.432	35.572	3.836	3.637	55.1
vanilla	8	1	1	5	39.607	35.865	3.718	5.24	55.1
vanilla	8	1	1	6	39.223	35.475	3.726	3.928	55.1
vanilla	8	1	1	7	39.073	35.422	3.629	3.988	55.1
vanilla	8	1	1	8	38.996	35.247	3.726	4.278	55.1
vanilla	8	1	1	9	39.288	35.588	3.676	6.012	55.1
vanilla	8	1	1	10	39.403	35.702	3.675	4.057	55.1
vanilla	8	1	1	11	39.807	36.014	3.766	4.809	55.1
vanilla	8	1	1	12	39.405	35.49	3.896	3.817	55.1
regions	8	4	2	1	57.672	49.763	7.878	7.244	151.1
regions	8	4	2	2	58.483	50.566	7.867	13.686	151.1
regions	8	4	2	3	55.896	48.172	7.684	7.294	151.1
regions	8	4	2	4	57.323	49.497	7.789	6.913	151.1
regions	8	4	2	5	57.774	49.949	7.795	7.104	151.1
regions	8	4	2	6	57.506	49.71	7.764	7.254	151.1
regions	8	4	2	7	57.732	49.878	7.822	6.993	151.1
regions	8	4	2	8	57.613	49.761	7.818	8.847	151.1
regions	8	4	2	9	58.071	50.209	7.826	7.013	151.1
regions	8	4	2	10	57.549	49.792	7.725	6.903	151.1
regions	8	4	2	11	57.495	49.642	7.823	5.65	151.1
regions	8	4	2	12	57.553	49.665	7.851	6.662	151.1
vanilla	8	4	2	1	56.288	48.802	7.453	9.047	151.1
vanilla	8	4	2	2	57.755	50.194	7.512	16.982	151.1
vanilla	8	4	2	3	56.686	49.234	7.419	6.633	151.1
vanilla	8	4	2	4	56.441	48.93	7.482	6.072	151.1
vanilla	8	4	2	5	56.169	48.597	7.542	6.192	151.1
vanilla	8	4	2	6	56.311	48.724	7.559	5.971	151.1
vanilla	8	4	2	7	56.866	49.174	7.662	7.344	151.1
vanilla	8	4	2	8	56.536	49.076	7.432	6.001	151.1
vanilla	8	4	2	9	56.791	49.273	7.49	5.29	151.1
vanilla	8	4	2	10	56.739	49.155	7.553	6.762	151.1
vanilla	8	4	2	11	57.71	50.199	7.481	7.073	151.1
vanilla	8	4	2	12	56.815	49.327	7.457	5.951	151.1
regions	8	8	4	1	73.492	63.24	10.201	8.526	279.1
regions	8	8	4	2	64.358	54.395	9.91	15.78	279.2
regions	8	8	4	3	66.6	56.586	9.979	6.342	279.2
regions	8	8	4	4	58.046	47.954	10.058	5.601	279.2
regions	8	8	4	5	58.092	47.977	10.08	6.352	279.2
regions	8	8	4	6	65.424	55.289	10.1	8.035	279.2
regions	8	8	4	7	73.819	63.601	10.184	6.693	279.2
regions	8	8	4	8	58.967	48.655	10.286	5.33	279.2
regions	8	8	4	9	65.848	55.333	10.49	4.558	279.2
regions	8	8	4	10	58.305	47.867	10.406	4.709	279.2
regions	8	8	4	11	66.038	55.517	10.492	7.243	279.2
regions	8	8	4	12	58.237	47.335	10.555	321.296	279.2
vanilla	8	8	4	1	75.976	65.644	10.299	9.779	279.1
vanilla	8	8	4	2	69.678	59.132	10.505	10.41	279.2
vanilla	8	8	4	3	65.751	55.578	10.143	5.26	279.2
vanilla	8	8	4	4	59.171	48.948	10.174	5.43	279.2
vanilla	8	8	4	5	74.287	63.694	10.548	9.208	279.2
vanilla	8	8	4	6	59.206	49.076	10.096	6.893	279.2
vanilla	8	8	4	7	58.166	48.031	10.104	5.851	279.2
vanilla	8	8	4	8	65.306	54.83	10.448	4.839	279.2
vanilla	8	8	4	9	60.104	49.396	10.68	4.629	279.2
vanilla	8	8	4	10	57.989	47.668	10.291	5.08	279.2
vanilla	8	8	4	11	65.959	55.032	10.899	7.154	279.2
vanilla	8	8	4	12	59.016	48.378	10.322	286.791	279.2
regions	8	16	8	1	83.795	66.691	17.059	9.869	535.2
regions	8	16	8	2	69.136	52.864	16.226	8.205	535.2
regions	8	16	8	3	76.552	59.069	17.427	6.613	535.2
regions	8	16	8	4	71.686	54.38	17.244	7.775	535.2
regions	8	16	8	5	68.846	51.665	17.123	8.536	535.2
regions	8	16	8	6	71.578	55.306	16.211	8.155	535.2
regions	8	16	8	7	73.707	56.519	17.131	8.416	535.2
regions	8	16	8	8	76.797	59.682	17.055	10.089	535.2
regions	8	16	8	9	74.075	56.207	17.812	6.994	535.2
regions	8	16	8	10	72.492	55.283	17.131	24.676	535.2
regions	8	16	8	11	72.587	56.015	16.529	7.815	535.2
regions	8	16	8	12	66.271	49.835	16.38	6.091	535.2
vanilla	8	16	8	1	74.578	58.923	15.614	6.372	535.2
vanilla	8	16	8	2	67.639	51.7	15.888	9.498	535.2
vanilla	8	16	8	3	65.418	49.671	15.705	7.384	535.2
vanilla	8	16	8	4	63.079	47.118	15.92	7.233	535.2
vanilla	8	16	8	5	66.027	50.6	15.384	6.973	535.2
vanilla	8	16	8	6	61.885	46.007	15.836	8.527	535.2
vanilla	8	16	8	7	67.145	51.577	15.521	10.149	535.2
vanilla	8	16	8	8	68.499	53.23	15.226	8.136	535.2
vanilla	8	16	8	9	64.337	48.567	15.728	8.115	535.2
vanilla	8	16	8	10	66.596	50.899	15.654	7.124	535.2
vanilla	8	16	8	11	63.214	47.252	15.923	7.885	535.2
vanilla	8	16	8	12	63.651	47.188	16.05	379.746	535.2
regions	8	30	15	1	100.546	75.357	25.034	15.72	983.3
regions	8	30	15	2	88.267	63.214	24.986	8.977	983.3
regions	8	30	15	3	90.527	65.489	24.983	9.157	983.3
regions	8	30	15	4	85.23	60.529	24.647	7.685	983.3
regions	8	30	15	5	88.745	63.604	25.076	7.995	983.3
regions	8	30	15	6	85.189	60.344	24.792	8.556	983.3
regions	8	30	15	7	86.298	61.391	24.857	6.101	983.3
regions	8	30	15	8	88.246	63.29	24.876	23.474	983.3
regions	8	30	15	9	89.344	62.675	26.598	8.546	983.3
regions	8	30	15	10	87.174	61.611	25.496	8.737	983.3
regions	8	30	15	11	91.113	65.667	25.379	8.537	983.3
regions	8	30	15	12	87.568	60.39	27.119	8.747	983.3
vanilla	8	30	15	1	94.178	70.867	23.153	23.585	983.3
vanilla	8	30	15	2	89.207	65.552	23.596	8.416	983.3
vanilla	8	30	15	3	83.37	60.1	23.213	7.784	983.3
vanilla	8	30	15	4	90.259	66.752	23.454	6.422	983.3
vanilla	8	30	15	5	78.239	54.761	23.421	7.824	983.3
vanilla	8	30	15	6	79.036	55.56	23.424	6.503	983.3
vanilla	8	30	15	7	82.339	58.816	23.466	6.503	983.3
vanilla	8	30	15	8	75.15	51.604	23.481	20.088	983.3
vanilla	8	30	15	9	78.5	54.881	23.568	6.943	983.3
vanilla	8	30	15	10	80.67	57.1	23.517	7.214	983.3
vanilla	8	30	15	11	88.761	65.22	23.483	8.135	983.3
vanilla	8	30	15	12	89.208	65.463	23.683	6.251	983.3
vanilla	9	1	1	1	51.824	47.717	4.086	3.577	55.1
vanilla	9	1	1	2	41.516	37.365	4.122	11.131	55.1
vanilla	9	1	1	3	39.288	35.492	3.779	3.396	55.1
vanilla	9	1	1	4	39.12	35.225	3.875	2.755	55.1
vanilla	9	1	1	5	39.12	35.338	3.761	3.327	55.1
vanilla	9	1	1	6	38.945	35.08	3.844	3.467	55.1
vanilla	9	1	1	7	38.876	35.161	3.69	3.917	55.1
vanilla	9	1	1	8	38.707	35.018	3.662	5.009	55.1
vanilla	9	1	1	9	38.859	35.14	3.696	4.509	55.1
vanilla	9	1	1	10	39.277	35.396	3.858	4.699	55.1
vanilla	9	1	1	11	38.979	35.169	3.785	6.091	55.1
vanilla	9	1	1	12	38.818	35.06	3.733	5.851	55.1
regions	9	1	1	1	53.252	49.12	4.111	2.585	55.1
regions	9	1	1	2	41.478	37.275	4.163	9.438	55.1
regions	9	1	1	3	39.789	35.97	3.794	4.178	55.1
regions	9	1	1	4	39.531	35.766	3.739	5.781	55.1
regions	9	1	1	5	39.51	35.797	3.691	3.897	55.1
regions	9	1	1	6	39.924	36.093	3.807	4.98	55.1
regions	9	1	1	7	39.776	35.891	3.861	4.518	55.1
regions	9	1	1	8	39.455	35.611	3.82	4.749	55.1
regions	9	1	1	9	39.873	35.982	3.866	4.268	55.1
regions	9	1	1	10	39.621	35.74	3.857	4.148	55.1
regions	9	1	1	11	39.43	35.684	3.723	5.811	55.1
regions	9	1	1	12	39.46	35.584	3.854	4.258	55.1
vanilla	9	4	2	1	55.807	48.087	7.663	31.47	151.1
vanilla	9	4	2	2	57.163	49.465	7.66	8.446	151.1
vanilla	9	4	2	3	56.413	48.781	7.598	5.911	151.1
vanilla	9	4	2	4	56.109	48.455	7.623	5.982	151.1
vanilla	9	4	2	5	56.07	48.421	7.617	5.159	151.1
vanilla	9	4	2	6	56.38	48.701	7.649	5.56	151.1
vanilla	9	4	2	7	56.382	48.759	7.594	6.742	151.1
vanilla	9	4	2	8	56.142	48.514	7.599	4.649	151.1
vanilla	9	4	2	9	56.07	48.408	7.633	6.512	151.1
vanilla	9	4	2	10	56.044	48.406	7.608	6.582	151.1
vanilla	9	4	2	11	56.122	48.539	7.554	6.341	151.1
vanilla	9	4	2	12	56.087	48.467	7.59	6.752	151.1
regions	9	4	2	1	57.383	49.817	7.534	6.442	151.1
regions	9	4	2	2	58.018	50.415	7.555	14.528	151.1
regions	9	4	2	3	57.354	49.796	7.528	6.222	151.1
regions	9	4	2	4	57.385	49.745	7.606	8.005	151.1
regions	9	4	2	5	57.28	49.641	7.609	5.901	151.1
regions	9	4	2	6	57.478	49.791	7.66	5.972	151.1
regions	9	4	2	7	57.515	49.785	7.702	5.881	151.1
regions	9	4	2	8	57.252	49.626	7.597	6.001	151.1
regions	9	4	2	9	57.385	49.676	7.678	6.823	151.1
regions	9	4	2	10	57.588	49.874	7.681	6.553	151.1
regions	9	4	2	11	57.301	49.645	7.625	7.644	151.1
regions	9	4	2	12	57.161	49.534	7.597	6.612	151.1
vanilla	9	8	4	1	68.841	59.106	9.697	7.675	279.1
vanilla	9	8	4	2	72.916	63.289	9.568	18.475	279.2
vanilla	9	8	4	3	57.996	48.314	9.645	6.663	279.2
vanilla	9	8	4	4	55.195	45.5	9.661	7.053	279.2
vanilla	9	8	4	5	64.547	54.854	9.657	6.743	279.2
vanilla	9	8	4	6	56.869	47.084	9.751	7.364	279.2
vanilla	9	8	4	7	56.437	46.636	9.767	7.084	279.2
vanilla	9	8	4	8	56.614	46.77	9.809	7.865	279.2
vanilla	9	8	4	9	62.232	52.211	9.987	7.564	279.2
vanilla	9	8	4	10	56.786	46.873	9.875	7.054	279.2
vanilla	9	8	4	11	56.642	46.767	9.839	7.975	279.2
vanilla	9	8	4	12	56.759	46.704	10.02	8.937	279.2
regions	9	8	4	1	71.227	60.863	10.317	18.445	279.1
regions	9	8	4	2	59.709	49.195	10.479	8.696	279.2
regions	9	8	4	3	71.599	61.173	10.393	4.979	279.2
regions	9	8	4	4	60.152	49.697	10.423	6.262	279.2
regions	9	8	4	5	59.49	48.96	10.483	6.011	279.2
regions	9	8	4	6	60.687	50.198	10.458	7.815	279.2
regions	9	8	4	7	58.848	48.299	10.518	6.472	279.2
regions	9	8	4	8	67.558	56.981	10.551	4.628	279.2
regions	9	8	4	9	68.243	57.637	10.573	5.01	279.2
regions	9	8	4	10	58.909	48.449	10.42	5.941	279.2
regions	9	8	4	11	60.433	49.973	10.415	7.224	279.2
regions	9	8	4	12	59.225	48.598	10.568	26.701	279.2
vanilla	9	16	8	1	79.75	65.125	14.543	43.492	535.2
vanilla	9	16	8	2	63.393	47.359	15.986	8.787	535.2
vanilla	9	16	8	3	67.881	51.947	15.891	6.612	535.2
vanilla	9	16	8	4	81.143	64.987	16.117	6.452	535.2
vanilla	9	16	8	5	63.133	47.124	15.968	5.641	535.2
vanilla	9	16	8	6	61.544	45.488	16.015	6.482	535.2
vanilla	9	16	8	7	63.04	46.957	16.037	7.454	535.2
vanilla	9	16	8	8	71.94	55.982	15.916	6.182	535.2
vanilla	9	16	8	9	68.214	52.151	16.025	6.993	535.2
vanilla	9	16	8	10	65.311	49.779	15.489	7.665	535.2
vanilla	9	16	8	11	75.036	59.057	15.709	235.475	535.2
vanilla	9	16	8	12	70.186	54.281	15.864	7.224	535.2
regions	9	16	8	1	77.279	60.426	16.804	10.159	535.2
regions	9	16	8	2	75.105	58.083	16.967	8.436	535.2
regions	9	16	8	3	75.19	58.529	16.613	7.785	535.2
regions	9	16	8	4	67.657	50.692	16.92	8.186	535.2
regions	9	16	8	5	83.685	67.608	16.032	7.484	535.2
regions	9	16	8	6	74.297	58.116	16.145	6.562	535.2
regions	9	16	8	7	72.482	56.544	15.902	4.519	535.2
regions	9	16	8	8	72.963	56.657	16.265	6.352	535.2
regions	9	16	8	9	72.14	55.826	16.269	7.514	535.2
regions	9	16	8	10	71.982	55.597	16.329	22.021	535.2
regions	9	16	8	11	65.052	48.414	16.6	5.611	535.2
regions	9	16	8	12	66.68	49.415	17.223	6.773	535.2
vanilla	9	30	15	1	89.607	64.915	24.539	8.036	983.3
