# binary	round	threads	gcthreads	collection	wall_ms	mark_ms	sweep_ms	safepoint_us	live_mb
regions	5	16	8	12	71.541	54.348	17.151	7.264	535.2
vanilla	5	30	15	1	97.475	73.373	24.045	10.309	983.3
vanilla	5	30	15	2	76.07	52.505	23.506	9.578	983.3
vanilla	5	30	15	3	79.136	55.759	23.319	6.773	983.3
vanilla	5	30	15	4	79.089	55.712	23.325	6.493	983.3
vanilla	5	30	15	5	79.272	55.871	23.35	7.865	983.3
vanilla	5	30	15	6	79.384	55.799	23.531	6.592	983.3
vanilla	5	30	15	7	78.751	55.199	23.497	7.585	983.3
vanilla	5	30	15	8	78.378	54.743	23.583	8.446	983.3
vanilla	5	30	15	9	75.847	52.394	23.382	23.705	983.3
vanilla	5	30	15	10	77.234	53.724	23.459	6.483	983.3
vanilla	5	30	15	11	77.565	54.004	23.508	6.883	983.3
vanilla	5	30	15	12	78.624	55.042	23.527	5.821	983.3
regions	5	30	15	1	93.195	68.157	24.936	48.421	983.3
regions	5	30	15	2	87.477	62.297	25.121	7.995	983.3
regions	5	30	15	3	84.11	59.376	24.676	8.486	983.3
regions	5	30	15	4	84.288	59.639	24.6	6.853	983.3
regions	5	30	15	5	84.976	59.919	25.003	6.713	983.3
regions	5	30	15	6	87.646	62.342	25.238	6.993	983.3
regions	5	30	15	7	81.128	56.072	24.984	8.516	983.3
regions	5	30	15	8	84.621	59.208	25.332	23.293	983.3
regions	5	30	15	9	81.949	56.865	25.021	8.075	983.3
regions	5	30	15	10	89.678	64.552	25.056	9.077	983.3
regions	5	30	15	11	86.255	61.14	25.047	8.566	983.3
regions	5	30	15	12	78.917	53.736	25.114	8.766	983.3
regions	6	1	1	1	52.539	48.362	4.145	2.815	55.1
regions	6	1	1	2	41.963	37.637	4.286	9.137	55.1
regions	6	1	1	3	40.468	36.358	4.072	4.318	55.1
regions	6	1	1	4	40.263	36.293	3.942	6.472	55.1
regions	6	1	1	5	39.854	36.001	3.833	4.379	55.1
regions	6	1	1	6	39.538	35.689	3.827	3.517	55.1
regions	6	1	1	7	39.959	36.065	3.87	3.797	55.1
regions	6	1	1	8	40.023	36.041	3.95	4.268	55.1
regions	6	1	1	9	39.512	35.699	3.788	5.681	55.1
regions	6	1	1	10	39.676	35.748	3.888	3.907	55.1
regions	6	1	1	11	39.533	35.679	3.827	7.494	55.1
regions	6	1	1	12	39.698	35.746	3.927	4.108	55.1
vanilla	6	1	1	1	51.387	47.269	4.097	2.745	55.1
vanilla	6	1	1	2	41.809	37.599	4.184	10.2	55.1
vanilla	6	1	1	3	39.364	35.6	3.742	3.216	55.1
vanilla	6	1	1	4	39.423	35.571	3.833	3.948	55.1
vanilla	6	1	1	5	39.194	35.389	3.786	3.337	55.1
vanilla	6	1	1	6	39.251	35.389	3.841	4.759	55.1
vanilla	6	1	1	7	39.014	35.262	3.73	4.067	55.1
vanilla	6	1	1	8	39.437	35.67	3.744	3.847	55.1
vanilla	6	1	1	9	39.047	35.389	3.639	4.157	55.1
vanilla	6	1	1	10	38.968	35.237	3.71	3.947	55.1
vanilla	6	1	1	11	39.144	35.414	3.708	4.849	55.1
vanilla	6	1	1	12	39.624	35.718	3.886	4.508	55.1
regions	6	4	2	1	57.601	49.749	7.812	10.98	151.1
regions	6	4	2	2	58.87	50.893	7.928	12.844	151.1
regions	6	4	2	3	57.86	49.964	7.863	5.861	151.1
regions	6	4	2	4	57.818	49.938	7.839	5.47	151.1
regions	6	4	2	5	57.868	49.983	7.838	7.965	151.1
regions	6	4	2	6	57.701	49.79	7.864	7.123	151.1
regions	6	4	2	7	57.479	49.45	7.982	7.915	151.1
regions	6	4	2	8	57.669	49.742	7.881	9.267	151.1
regions	6	4	2	9	60.083	51.832	8.205	6.232	151.1
regions	6	4	2	10	58.356	50.481	7.827	8.015	151.1
regions	6	4	2	11	58.742	50.874	7.822	7.554	151.1
regions	6	4	2	12	58.092	50.227	7.829	7.284	151.1
vanilla	6	4	2	1	56.549	48.682	7.835	7.434	151.1
vanilla	6	4	2	2	57.611	49.712	7.85	17.172	151.1
vanilla	6	4	2	3	56.652	48.787	7.818	7.454	151.1
vanilla	6	4	2	4	56.859	48.973	7.84	8.296	151.1
vanilla	6	4	2	5	56.635	48.658	7.941	7.173	151.1
vanilla	6	4	2	6	56.441	48.554	7.856	6.973	151.1
vanilla	6	4	2	7	56.734	48.812	7.883	4.769	151.1
vanilla	6	4	2	8	56.557	48.593	7.915	8.076	151.1
vanilla	6	4	2	9	56.688	48.711	7.933	7.965	151.1
vanilla	6	4	2	10	56.832	48.868	7.929	7.084	151.1
vanilla	6	4	2	11	57.275	49.316	7.914	6.642	151.1
vanilla	6	4	2	12	56.733	48.814	7.87	6.793	151.1
regions	6	8	4	1	82.815	72.578	10.185	12.955	279.1
regions	6	8	4	2	58.441	48.205	10.179	11.612	279.2
regions	6	8	4	3	57.561	47.15	10.362	8.826	279.2
regions	6	8	4	4	59.857	49.48	10.336	8.797	279.2
regions	6	8	4	5	58.003	47.513	10.446	7.104	279.2
regions	6	8	4	6	58.017	47.475	10.493	7.044	279.2
regions	6	8	4	7	58.495	47.975	10.468	10.96	279.2
regions	6	8	4	8	64.106	53.652	10.418	7.975	279.2
regions	6	8	4	9	58.513	47.907	10.557	8.115	279.2
regions	6	8	4	10	66.819	56.04	10.728	9.017	279.2
regions	6	8	4	11	66.095	55.099	10.946	8.607	279.2
regions	6	8	4	12	58.47	47.714	10.653	59.903	279.2
vanilla	6	8	4	1	69.954	60.314	9.566	31.82	279.1
vanilla	6	8	4	2	58.6	48.925	9.616	14.737	279.2
vanilla	6	8	4	3	66.217	56.487	9.684	8.416	279.2
vanilla	6	8	4	4	59.719	49.978	9.691	8.005	279.2
vanilla	6	8	4	5	58.719	48.973	9.696	7.845	279.2
vanilla	6	8	4	6	55.744	45.958	9.749	7.865	279.2
vanilla	6	8	4	7	57.922	47.913	9.959	6.593	279.2
vanilla	6	8	4	8	58.847	49.003	9.792	7.654	279.2
vanilla	6	8	4	9	66.974	57.142	9.794	8.456	279.2
vanilla	6	8	4	10	56.251	46.317	9.898	6.833	279.2
vanilla	6	8	4	11	56.859	46.837	9.972	8.106	279.2
vanilla	6	8	4	12	55.727	45.826	9.849	7.665	279.2
regions	6	16	8	1	84.182	68.523	15.588	41.619	535.2
regions	6	16	8	2	71.92	55.744	16.133	7.775	535.2
regions	6	16	8	3	73.929	57.747	16.14	5.791	535.2
regions	6	16	8	4	71.89	54.498	17.359	6.582	535.2
regions	6	16	8	5	75.017	59.345	15.639	5.2	535.2
regions	6	16	8	6	71.628	55.139	16.455	5.521	535.2
regions	6	16	8	7	71.379	55.04	16.307	4.859	535.2
regions	6	16	8	8	73.593	56.852	16.71	4.719	535.2
regions	6	16	8	9	70.604	54.899	15.667	6.362	535.2
regions	6	16	8	10	71.684	54.393	17.243	22.673	535.2
regions	6	16	8	11	68.561	52.015	16.516	3.767	535.2
regions	6	16	8	12	70.656	54.114	16.507	4.889	535.2
vanilla	6	16	8	1	78.381	62.844	15.486	19.287	535.2
vanilla	6	16	8	2	71.714	55.174	16.479	12.744	535.2
vanilla	6	16	8	3	67.337	51.837	15.443	11.261	535.2
vanilla	6	16	8	4	68.832	52.672	16.106	7.895	535.2
vanilla	6	16	8	5	74.836	59.852	14.942	6.672	535.2
vanilla	6	16	8	6	68.131	52.515	15.575	7.464	535.2
vanilla	6	16	8	7	74.296	58.424	15.831	7.795	535.2
vanilla	6	16	8	8	68.604	52.75	15.815	7.625	535.2
vanilla	6	16	8	9	61.645	45.663	15.938	8.496	535.2
vanilla	6	16	8	10	63.982	47.527	16.404	7.975	535.2
vanilla	6	16	8	11	63.618	47.121	16.105	355.771	535.2
vanilla	6	16	8	12	63.07	46.921	16.109	5.11	535.2
regions	6	30	15	1	108.889	84.102	24.628	11.912	983.3
regions	6	30	15	2	84.385	59.452	24.854	15.559	983.3
regions	6	30	15	3	84.794	59.755	24.966	8.596	983.3
regions	6	30	15	4	77.243	52.617	24.562	8.706	983.3
regions	6	30	15	5	86.168	61.375	24.737	9.618	983.3
regions	6	30	15	6	85.359	60.49	24.813	7.744	983.3
regions	6	30	15	7	83.676	58.854	24.768	6.933	983.3
regions	6	30	15	8	75.402	50.529	24.788	22.112	983.3
regions	6	30	15	9	87.367	62.701	24.608	8.697	983.3
regions	6	30	15	10	88.851	64.028	24.765	6.292	983.3
regions	6	30	15	11	86.932	61.987	24.892	7.314	983.3
regions	6	30	15	12	94.957	70.154	24.752	7.144	983.3
vanilla	6	30	15	1	94.76	71.506	23.103	8.276	983.3
vanilla	6	30	15	2	79.274	55.907	23.306	8.907	983.3
vanilla	6	30	15	3	85.494	62.276	23.163	7.554	983.3
vanilla	6	30	15	4	80.984	57.589	23.343	5.31	983.3
vanilla	6	30	15	5	79.706	56.341	23.311	6.762	983.3
vanilla	6	30	15	6	76.983	53.655	23.275	7.855	983.3
vanilla	6	30	15	7	81.633	58.216	23.363	7.695	983.3
vanilla	6	30	15	8	78.478	55.02	23.405	7.685	983.3
vanilla	6	30	15	9	87.505	64.838	22.598	26.43	983.3
vanilla	6	30	15	10	90.176	67.389	22.735	7.545	983.3
vanilla	6	30	15	11	76.366	52.92	23.396	6.983	983.3
vanilla	6	30	15	12	82.765	59.234	23.483	8.266	983.3
vanilla	7	1	1	1	51.697	47.612	4.062	3.497	55.1
vanilla	7	1	1	2	41.113	36.929	4.153	7.495	55.1
vanilla	7	1	1	3	39.413	35.538	3.852	3.947	55.1
vanilla	7	1	1	4	39.365	35.589	3.752	4.539	55.1
vanilla	7	1	1	5	39.124	35.47	3.631	4.688	55.1
vanilla	7	1	1	6	39.623	35.769	3.83	4.278	55.1
vanilla	7	1	1	7	39.371	35.584	3.762	3.957	55.1
vanilla	7	1	1	8	39.488	35.478	3.985	5.23	55.1
vanilla	7	1	1	9	39.182	35.356	3.8	5.38	55.1
vanilla	7	1	1	10	38.753	34.908	3.817	4.709	55.1
vanilla	7	1	1	11	38.746	34.993	3.728	3.627	55.1
vanilla	7	1	1	12	38.684	34.856	3.803	4.86	55.1
regions	7	1	1	1	52.815	48.664	4.127	3.576	55.1
regions	7	1	1	2	42.201	37.789	4.374	13.555	55.1
regions	7	1	1	3	40.054	36.187	3.845	3.126	55.1
regions	7	1	1	4	39.842	35.865	3.953	3.747	55.1
regions	7	1	1	5	39.709	35.882	3.801	5.049	55.1
regions	7	1	1	6	39.566	35.757	3.785	5.33	55.1
regions	7	1	1	7	39.606	35.858	3.725	5.12	55.1
regions	7	1	1	8	39.733	35.89	3.819	4.999	55.1
regions	7	1	1	9	39.627	35.801	3.801	4.809	55.1
regions	7	1	1	10	39.48	35.623	3.834	4.228	55.1
regions	7	1	1	11	39.574	35.81	3.738	4.518	55.1
regions	7	1	1	12	39.895	36.041	3.828	6.162	55.1
vanilla	7	4	2	1	56.824	48.985	7.808	6.702	151.1
vanilla	7	4	2	2	58.388	50.639	7.708	14.026	151.1
vanilla	7	4	2	3	56.862	49.094	7.734	5.941	151.1
vanilla	7	4	2	4	56.188	48.499	7.649	5.65	151.1
vanilla	7	4	2	5	56.847	49.147	7.662	7.995	151.1
vanilla	7	4	2	6	56.728	49.101	7.594	6.633	151.1
vanilla	7	4	2	7	56.695	48.987	7.677	6.683	151.1
vanilla	7	4	2	8	57.071	49.356	7.685	4.669	151.1
vanilla	7	4	2	9	56.994	49.271	7.689	6.653	151.1
vanilla	7	4	2	10	56.977	49.249	7.695	6.262	151.1
vanilla	7	4	2	11	55.881	48.228	7.624	6.812	151.1
vanilla	7	4	2	12	56.472	48.798	7.641	8.035	151.1
regions	7	4	2	1	58.586	50.829	7.727	7.304	151.1
regions	7	4	2	2	59.549	51.732	7.77	14.508	151.1
regions	7	4	2	3	58.001	50.297	7.671	5.921	151.1
regions	7	4	2	4	58.177	50.355	7.79	7.164	151.1
regions	7	4	2	5	57.856	50.082	7.741	6.292	151.1
regions	7	4	2	6	58.143	50.274	7.835	8.266	151.1
regions	7	4	2	7	58.077	50.289	7.758	6.833	151.1
regions	7	4	2	8	57.568	49.783	7.754	7.213	151.1
regions	7	4	2	9	57.723	49.904	7.789	6.542	151.1
regions	7	4	2	10	57.744	49.901	7.813	6.803	151.1
regions	7	4	2	11	57.581	49.761	7.79	6.612	151.1
regions	7	4	2	12	57.534	49.68	7.824	6.171	151.1
vanilla	7	8	4	1	74.778	64.839	9.897	8.155	279.1
vanilla	7	8	4	2	63.631	53.85	9.739	7.845	279.2
vanilla	7	8	4	3	56.411	46.593	9.782	6.051	279.2
vanilla	7	8	4	4	57.633	47.83	9.766	6.652	279.2
vanilla	7	8	4	5	64.463	54.604	9.819	8.717	279.2
vanilla	7	8	4	6	56.626	46.7	9.89	7.134	279.2
vanilla	7	8	4	7	57.064	47.1	9.928	6.783	279.2
vanilla	7	8	4	8	56.65	46.631	9.985	7.484	279.2
vanilla	7	8	4	9	56.621	46.596	9.989	7.704	279.2
vanilla	7	8	4	10	61.616	51.654	9.927	7.374	279.2
vanilla	7	8	4	11	75.671	65.566	10.071	7.614	279.2
vanilla	7	8	4	12	67.618	57.527	10.057	6.111	279.2
regions	7	8	4	1	73.487	63.424	10.017	9.438	279.1
regions	7	8	4	2	68.722	58.778	9.896	8.766	279.2
regions	7	8	4	3	59.913	49.499	10.377	8.065	279.2
regions	7	8	4	4	57.581	47.407	10.138	7.244	279.2
regions	7	8	4	5	72.828	62.74	10.053	7.804	279.2
regions	7	8	4	6	59.765	49.577	10.155	7.595	279.2
regions	7	8	4	7	58.182	47.9	10.246	8.186	279.2
regions	7	8	4	8	66.844	56.592	10.215	8.326	279.2
regions	7	8	4	9	63.472	53.323	10.115	8.085	279.2
regions	7	8	4	10	58.011	47.578	10.396	8.667	279.2
regions	7	8	4	11	78.757	68.415	10.31	7.394	279.2
regions	7	8	4	12	58.162	47.362	10.252	523.648	279.2
vanilla	7	16	8	1	80.468	64.672	15.718	40.877	535.2
vanilla	7	16	8	2	67.118	51.38	15.688	8.887	535.2
vanilla	7	16	8	3	67.099	51.622	15.433	7.203	535.2
vanilla	7	16	8	4	70.169	54.918	15.211	7.645	535.2
vanilla	7	16	8	5	66.098	50.652	15.4	8.726	535.2
vanilla	7	16	8	6	62.503	46.575	15.886	8.556	535.2
vanilla	7	16	8	7	69.793	53.926	15.832	7.625	535.2
vanilla	7	16	8	8	72.521	57.072	15.417	5.029	535.2
vanilla	7	16	8	9	67.478	51.446	15.995	5.891	535.2
vanilla	7	16	8	10	64.883	49.015	15.829	7.064	535.2
vanilla	7	16	8	11	67.374	50.483	16.829	23.734	535.2
vanilla	7	16	8	12	62.593	46.55	15.987	7.675	535.2
regions	7	16	8	1	86.123	70.132	15.927	26.981	535.2
regions	7	16	8	2	66.56	49.557	16.951	8.536	535.2
regions	7	16	8	3	66.472	49.329	17.106	7.594	535.2
regions	7	16	8	4	70.432	53.036	17.362	7.304	535.2
regions	7	16	8	5	68.461	51.136	17.293	6.031	535.2
regions	7	16	8	6	73.961	57.493	16.435	4.869	535.2
regions	7	16	8	7	71.563	55.261	16.263	6.612	535.2
regions	7	16	8	8	74.851	59.028	15.775	7.354	535.2
regions	7	16	8	9	73.357	57.501	15.814	8.386	535.2
regions	7	16	8	10	66.933	50.232	16.645	23.835	535.2
regions	7	16	8	11	73.651	56.757	16.853	6.432	535.2
regions	7	16	8	12	65.961	48.936	16.985	5.691	535.2
vanilla	7	30	15	1	98.262	74.973	23.224	21.761	983.3
vanilla	7	30	15	2	76.569	53.571	22.939	8.226	983.3
vanilla	7	30	15	3	80.468	57.394	23.018	8.977	983.3
vanilla	7	30	15	4	73.381	50.257	23.072	7.755	983.3
vanilla	7	30	15	5	78.61	55.474	23.087	7.925	983.3
vanilla	7	30	15	6	74.513	51.356	23.109	6.592	983.3
vanilla	7	30	15	7	79.71	56.477	23.184	8.686	983.3
vanilla	7	30	15	8	87.549	64.297	23.191	7.293	983.3
vanilla	7	30	15	9	81.948	58.354	23.51	26.991	983.3
vanilla	7	30	15	10	80.745	56.883	23.807	7.755	983.3
vanilla	7	30	15	11	87.453	64.831	22.571	8.366	983.3
vanilla	7	30	15	12	78.916	55.346	23.508	5.51	983.3
regions	7	30	15	1	94.029	69.565	24.381	32.31	983.3
regions	7	30	15	2	86.128	61.35	24.696	8.386	983.3
regions	7	30	15	3	83.318	58.681	24.576	8.496	983.3
regions	7	30	15	4	93.457	68.882	24.525	6.161	983.3
regions	7	30	15	5	81.641	57.037	24.549	6.732	983.3
regions	7	30	15	6	86.996	62.333	24.609	7.104	983.3
regions	7	30	15	7	92.363	67.638	24.674	6.923	983.3
regions	7	30	15	8	86.031	61.268	24.698	21.03	983.3
regions	7	30	15	9	86.795	62.034	24.707	7.234	983.3
regions	7	30	15	10	83.715	58.956	24.705	6.863	983.3
regions	7	30	15	11	86.763	61.923	24.788	8.426	983.3
regions	7	30	15	12	82.363	57.531	24.776	6.973	983.3
regions	8	1	1	1	53.359	49.198	4.137	2.354	55.1
regions	8	1	1	2	42.272	37.865	4.365	13.145	55.1
regions	8	1	1	3	40.204	36.16	4.017	4.629	55.1
regions	8	1	1	4	39.813	35.985	3.803	3.246	55.1
regions	8	1	1	5	40.556	36.327	4.205	3.397	55.1
regions	8	1	1	6	40.139	36.204	3.908	5.14	55.1
regions	8	1	1	7	39.923	36.1	3.796	6.402	55.1
regions	8	1	1	8	39.671	35.812	3.835	4.689	55.1
regions	8	1	1	9	39.247	35.614	3.61	4.489	55.1
regions	8	1	1	10	39.299	35.621	3.653	4.378	55.1
regions	8	1	1	11	39.934	36.131	3.774	5.4	55.1
regions	8	1	1	12	40.119	36.268	3.827	5.15	55.1
vanilla	8	1	1	1	51.708	47.631	4.051	3.737	55.1
vanilla	8	1	1	2	41.532	37.203	4.302	8.967	55.1
vanilla	8	1	1	3	39.366	35.483	3.862	3.546	55.1
vanilla	8	1	1	4	39.334	35.477	3.837	3.246	55.1
vanilla	8	1	1	5	38.931	35.173	3.732	7.243	55.1
vanilla	8	1	1	6	39.152	35.291	3.839	4.749	55.1
vanilla	8	1	1	7	39.117	35.3	3.779	4.298	55.1
vanilla	8	1	1	8	39.386	35.442	3.921	4.678	55.1
vanilla	8	1	1	9	38.867	35.103	3.74	4.629	55.1
vanilla	8	1	1	10	38.727	34.889	3.81	6.592	55.1
vanilla	8	1	1	11	40.214	36.422	3.753	4.668	55.1
vanilla	8	1	1	12	39.835	35.752	4.042	5.621	55.1
regions	8	4	2	1	57.187	49.465	7.691	6.182	151.1
regions	8	4	2	2	58.619	50.836	7.736	13.976	151.1
regions	8	4	2	3	57.247	49.539	7.676	5.701	151.1
regions	8	4	2	4	57.318	49.627	7.661	5.591	151.1
regions	8	4	2	5	57.213	49.481	7.703	5.731	151.1
regions	8	4	2	6	57.548	49.824	7.693	5.841	151.1
regions	8	4	2	7	57.647	49.906	7.709	6.102	151.1
regions	8	4	2	8	57.325	49.64	7.655	5.6	151.1
regions	8	4	2	9	57.376	49.676	7.671	5.58	151.1
regions	8	4	2	10	57.371	49.739	7.601	7.985	151.1
regions	8	4	2	11	57.641	49.963	7.645	7.755	151.1
regions	8	4	2	12	57.444	49.728	7.686	6.272	151.1
vanilla	8	4	2	1	56.694	49.004	7.657	8.246	151.1
vanilla	8	4	2	2	56.821	49.165	7.609	14.027	151.1
vanilla	8	4	2	3	56.234	48.673	7.528	5.501	151.1
vanilla	8	4	2	4	56.023	48.398	7.591	7.034	151.1
vanilla	8	4	2	5	56.736	49.117	7.587	5.24	151.1
vanilla	8	4	2	6	56.606	48.972	7.603	6.111	151.1
vanilla	8	4	2	7	56.105	48.47	7.607	5.671	151.1
vanilla	8	4	2	8	56.367	48.69	7.649	5.861	151.1
vanilla	8	4	2	9	56.535	48.972	7.532	5.781	151.1
vanilla	8	4	2	10	56.346	48.729	7.587	5.891	151.1
vanilla	8	4	2	11	56.585	48.949	7.607	5.811	151.1
vanilla	8	4	2	12	56.181	48.6	7.55	6.463	151.1
regions	8	8	4	1	67.779	57.499	10.243	6.322	279.1
regions	8	8	4	2	58.555	48.461	10.05	7.594	279.2
regions	8	8	4	3	59.567	49.452	10.075	8.045	279.2
regions	8	8	4	4	58.548	48.408	10.105	7.344	279.2
regions	8	8	4	5	58.27	48.068	10.166	6.492	279.2
regions	8	8	4	6	60.38	50.331	10.013	6.622	279.2
regions	8	8	4	7	60.76	50.589	10.135	7.885	279.2
regions	8	8	4	8	57.989	47.757	10.199	7.574	279.2
regions	8	8	4	9	61.721	51.532	10.153	6.592	279.2
regions	8	8	4	10	58.388	48.111	10.242	7.034	279.2
regions	8	8	4	11	66.552	56.133	10.385	7.744	279.2
regions	8	8	4	12	77.228	66.929	10.262	7.193	279.2
vanilla	8	8	4	1	70.571	60.521	9.995	26.801	279.1
vanilla	8	8	4	2	57.947	47.819	10.083	9.037	279.2
vanilla	8	8	4	3	66.376	56.24	10.099	7.845	279.2
vanilla	8	8	4	4	59.583	49.25	10.293	6.322	279.2
vanilla	8	8	4	5	71.802	61.613	10.156	6.873	279.2
vanilla	8	8	4	6	58.182	48.019	10.132	6.442	279.2
vanilla	8	8	4	7	61.826	51.595	10.196	7.875	279.2
vanilla	8	8	4	8	57.729	47.456	10.239	6.893	279.2
vanilla	8	8	4	9	61.507	51.233	10.239	7.925	279.2
vanilla	8	8	4	10	56.911	46.618	10.261	6.182	279.2
vanilla	8	8	4	11	57.266	46.942	10.289	7.515	279.2
vanilla	8	8	4	12	57.966	47.655	10.278	6.903	279.2
regions	8	16	8	1	76.496	59.919	16.511	32.051	535.2
regions	8	16	8	2	75.626	58.898	16.678	8.587	535.2
regions	8	16	8	3	82.752	65.832	16.87	5.72	535.2
regions	8	16	8	4	70.748	54.18	16.523	7.323	535.2
regions	8	16	8	5	72.799	56.317	16.44	7.745	535.2
regions	8	16	8	6	73.702	57.473	16.189	6.372	535.2
regions	8	16	8	7	66.754	49.961	16.75	6.382	535.2
regions	8	16	8	8	72.328	56.394	15.888	7.885	535.2
regions	8	16	8	9	71.62	54.556	17.02	7.053	535.2
regions	8	16	8	10	68.641	52.943	15.654	7.804	535.2
regions	8	16	8	11	79.338	62.771	16.508	24.666	535.2
regions	8	16	8	12	70.389	53.218	17.133	5.651	535.2
vanilla	8	16	8	1	77.622	62.269	15.296	21.902	535.2
vanilla	8	16	8	2	72.029	56.708	15.279	10.71	535.2
vanilla	8	16	8	3	65.404	49.877	15.485	6.262	535.2
vanilla	8	16	8	4	68.78	53.46	15.276	6.062	535.2
vanilla	8	16	8	5	69.304	53.597	15.662	6.883	535.2
vanilla	8	16	8	6	65.246	49.646	15.561	8.056	535.2
vanilla	8	16	8	7	71.155	54.835	16.286	6.823	535.2
vanilla	8	16	8	8	70.11	53.488	16.583	5.67	535.2
vanilla	8	16	8	9	67.842	52.201	15.605	5.851	535.2
vanilla	8	16	8	10	69.694	54.316	15.333	8.406	535.2
vanilla	8	16	8	11	63.747	47.453	16.237	24.707	535.2
vanilla	8	16	8	12	65.352	48.618	16.68	5.34	535.2
regions	8	30	15	1	94.998	69.402	25.51	29.005	983.3
regions	8	30	15	2	85.258	59.934	25.253	8.677	983.3
regions	8	30	15	3	83.882	57.922	25.895	9.397	983.3
regions	8	30	15	4	84.856	58.952	25.852	8.205	983.3
regions	8	30	15	5	89.131	63.142	25.922	7.674	983.3
regions	8	30	15	6	87.162	62.564	24.528	9.247	983.3
regions	8	30	15	7	83.408	58.081	25.269	8.036	983.3
regions	8	30	15	8	81.308	55.136	26.093	22.593	983.3
regions	8	30	15	9	81.661	56.492	25.121	8.766	983.3
regions	8	30	15	10	84.713	59.301	25.35	4.879	983.3
regions	8	30	15	11	91.193	65.927	25.201	8.557	983.3
regions	8	30	15	12	84.12	58.532	25.52	6.994	983.3
vanilla	8	30	15	1	85.344	61.588	23.699	8.486	983.3
vanilla	8	30	15	2	78.824	55.146	23.615	9.087	983.3
vanilla	8	30	15	3	80.842	57.435	23.356	6.502	983.3
vanilla	8	30	15	4	85.693	62.233	23.408	7.945	983.3
vanilla	8	30	15	5	73.328	49.769	23.51	7.684	983.3
vanilla	8	30	15	6	80.399	56.934	23.415	8.135	983.3
vanilla	8	30	15	7	76.44	52.87	23.518	7.815	983.3
vanilla	8	30	15	8	78.297	54.727	23.515	8.576	983.3
vanilla	8	30	15	9	77.241	53.699	23.475	24.927	983.3
vanilla	8	30	15	10	80.135	56.499	23.585	5.63	983.3
vanilla	8	30	15	11	81.172	57.512	23.608	7.334	983.3
vanilla	8	30	15	12	80.255	56.596	23.608	8.045	983.3
vanilla	9	1	1	1	51.908	47.669	4.218	3.477	55.1
vanilla	9	1	1	2	40.799	36.545	4.218	8.416	55.1
vanilla	9	1	1	3	39.162	35.117	4.02	3.456	55.1
vanilla	9	1	1	4	39.655	35.464	4.166	3.827	55.1
vanilla	9	1	1	5	40.205	36.386	3.777	4.789	55.1
vanilla	9	1	1	6	40.526	36.243	4.247	6.242	55.1
vanilla	9	1	1	7	39.018	35.265	3.732	4.759	55.1
vanilla	9	1	1	8	39.196	35.341	3.838	3.617	55.1
vanilla	9	1	1	9	39.006	35.367	3.616	4.679	55.1
vanilla	9	1	1	10	39.772	35.709	4.04	4.879	55.1
vanilla	9	1	1	11	39.41	35.57	3.818	4.168	55.1
vanilla	9	1	1	12	39.351	35.406	3.923	5.38	55.1
regions	9	1	1	1	52.95	48.572	4.356	3.307	55.1
regions	9	1	1	2	41.781	37.453	4.292	12.083	55.1
regions	9	1	1	3	39.648	35.731	3.894	4.979	55.1
regions	9	1	1	4	39.05	35.152	3.877	3.717	55.1
regions	9	1	1	5	38.504	34.771	3.709	3.426	55.1
regions	9	1	1	6	38.775	34.95	3.802	4.208	55.1
regions	9	1	1	7	38.919	35.218	3.678	4.699	55.1
regions	9	1	1	8	38.979	35.145	3.813	3.757	55.1
regions	9	1	1	9	39.239	35.428	3.787	3.977	55.1
regions	9	1	1	10	39.749	35.724	4.001	4.168	55.1
regions	9	1	1	11	39.495	35.577	3.894	4.138	55.1
regions	9	1	1	12	39.845	36.008	3.814	4.118	55.1
vanilla	9	4	2	1	56.241	48.815	7.394	6.703	151.1
vanilla	9	4	2	2	56.756	49.115	7.594	14.216	151.1
vanilla	9	4	2	3	55.742	48.158	7.548	7.113	151.1
vanilla	9	4	2	4	55.652	48.116	7.504	7.254	151.1
vanilla	9	4	2	5	55.576	48.016	7.527	8.596	151.1
vanilla	9	4	2	6	55.986	48.406	7.544	8.215	151.1
vanilla	9	4	2	7	57.607	50.021	7.541	7.794	151.1
vanilla	9	4	2	8	56.46	49.052	7.363	7.374	151.1
vanilla	9	4	2	9	56.087	48.584	7.466	8.175	151.1
vanilla	9	4	2	10	55.864	48.361	7.472	7.474	151.1
vanilla	9	4	2	11	55.743	48.172	7.539	6.783	151.1
vanilla	9	4	2	12	56.142	48.624	7.487	6.121	151.1
regions	9	4	2	1	57.005	49.563	7.387	21.08	151.1
regions	9	4	2	2	58.561	50.862	7.659	8.335	151.1
regions	9	4	2	3	57.466	49.882	7.553	5.841	151.1
regions	9	4	2	4	57.145	49.562	7.552	5.971	151.1
regions	9	4	2	5	56.985	49.411	7.544	6.101	151.1
regions	9	4	2	6	58.166	50.372	7.75	5.34	151.1
regions	9	4	2	7	58.821	51.269	7.516	7.073	151.1
regions	9	4	2	8	63.877	55.203	8.643	6.553	151.1
regions	9	4	2	9	57.658	50.128	7.499	5.33	151.1
regions	9	4	2	10	56.931	49.404	7.497	5.65	151.1
regions	9	4	2	11	57.16	49.615	7.512	6.863	151.1
regions	9	4	2	12	57.326	49.71	7.586	6.622	151.1
vanilla	9	8	4	1	68.703	59.13	9.536	7.424	279.1
vanilla	9	8	4	2	68.345	58.874	9.425	9.418	279.2
