# script	variant	events	p50_ns	p99_ns	p999_ns	p9999_ns	max_ns	over_100us	gc_events	gc_ms	peak_rss_mb
yardstick	alloc	20000000	61	81	250	862	5598342	19	11	14.67165	903.80288
yardstick	pooled	20000000	60	71	90	541	91853	0	0	0.0	823.803904
tail	baseline	20000000	60	91	131	551	4359705	15	15	16.039698	1400.946688	1446	512
tail	regions	20000000	80	111	120	632	94459	0	0	0.0	1557.901312	1445	512
