# exceed_fraction	latency_ns
1.0	30
0.9689500062613694	40
0.9388641146339078	40
0.9097123897531001	40
0.8814658257473117	40
0.8540963173770408	40
0.8275766320702963	40
0.8018803828262766	40
0.77698200196039	40
0.7528567156644913	40
0.7294805193570228	40
0.7068301537985343	41
0.6848830819488146	41
0.6636174665426099	50
0.643012148361616	50
0.6230466251811244	50
0.6037010313703756	50
0.5849561181263206	50
0.5667932343211247	50
0.5491943079443556	50
0.5321418281213919	50
0.5156188276901592	51
0.49960886631885976	60
0.4840960141478948	60
0.46906483593970666	60
0.454500375720767	60
0.44038814190043196	61
0.4267140928518564	70
0.41346462294062086	70
0.4006265489871693	71
0.38818709714958854	80
0.37613389021367666	80
0.3644549352776552	90
0.35313861181927103	100
0.342173660133414	101
0.3315491701287472	110
0.3212545704722014	111
0.31127961807053306	120
0.3016143878784797	120
0.292249263023372	120
0.28317492523637694	130
0.27438234558085023	130
0.2658627754685741	130
0.2576077379549399	130
0.24960901930441626	131
0.24185866081790838	140
0.23434895091387878	140
0.22707241745534817	140
0.22002182031514395	140
0.2131901441719966	141
0.2065705915303184	150
0.20015657595671676	150
0.19394171552651499	151
0.1879198264737574	160
0.18208491703838273	160
0.17643118150444184	170
0.17095299442342976	170
0.1656449050169821	170
0.1605016317533688	170
0.15551805709238667	171
0.15068922239342408	171
0.14601032298162914	180
0.14147670336727416	180
0.13708385261355818	180
0.13282739984823985	180
0.1287031099146334	180
0.12470687915764178	181
0.12083473134063283	181
0.11708281368909709	190
0.11344739305714936	190
0.10992485221306093	190
0.10651168624012548	190
0.10320449904927861	191
0.1	191
0.09689500062613693	191
0.09388641146339076	200
0.09097123897531002	200
0.08814658257473117	201
0.08540963173770408	201
0.08275766320702961	210
0.08018803828262767	210
0.07769820019603901	211
0.07528567156644912	220
0.07294805193570227	220
0.07068301537985344	230
0.06848830819488146	230
0.06636174665426098	240
0.06430121483616158	240
0.06230466251811245	241
0.06037010313703756	250
0.058495611812632055	250
0.05667932343211246	251
0.05491943079443557	260
0.05321418281213919	260
0.05156188276901592	260
0.04996088663188596	261
0.04840960141478949	261
0.04690648359397067	270
0.0454500375720767	270
0.044038814190043185	270
0.042671409285185646	270
0.04134646229406208	271
0.04006265489871692	271
0.03881870971495884	271
0.03761338902136767	280
0.03644549352776552	280
0.0353138611819271	280
0.03421736601334139	281
0.03315491701287472	281
0.03212545704722014	281
0.031127961807053305	281
0.030161438787847966	290
0.02922492630233721	290
0.028317492523637695	290
0.02743823455808502	291
0.0265862775468574	291
0.025760773795493998	291
0.024960901930441627	300
0.02418586608179084	300
0.023434895091387874	301
0.022707241745534824	301
0.022002182031514394	301
0.02131901441719966	310
0.020657059153031832	310
0.02001565759567168	311
0.0193941715526515	311
0.018791982647375742	320
0.01820849170383827	320
0.01764311815044419	321
0.017095299442342976	321
0.016564490501698212	330
0.016050163175336873	331
0.015551805709238671	331
0.015068922239342409	340
0.014601032298162914	341
0.014147670336727411	341
0.01370838526135582	350
0.013282739984823986	351
0.012870310991463341	351
0.012470687915764176	360
0.012083473134063286	361
0.01170828136890971	361
0.011344739305714936	370
0.01099248522130609	371
0.01065116862401255	371
0.010320449904927862	371
0.010000000000000002	380
0.009689500062613694	381
0.009388641146339076	381
0.009097123897530998	381
0.008814658257473112	390
0.008540963173770412	391
0.008275766320702965	391
0.008018803828262767	391
0.0077698200196039	400
0.007528567156644912	401
0.007294805193570227	401
0.007068301537985341	401
0.0068488308194881425	410
0.006636174665426101	411
0.0064301214836161615	411
0.006230466251811245	411
0.006037010313703756	411
0.0058495611812632055	420
0.0056679323432112455	421
0.005491943079443554	421
0.0053214182812139155	421
0.0051561882769015945	430
0.004996088663188599	431
0.004840960141478949	431
0.004690648359397067	431
0.0045450037572076695	431
0.004403881419004318	440
0.004267140928518562	441
0.004134646229406206	441
0.004006265489871695	441
0.0038818709714958863	450
0.0037613389021367667	451
0.0036445493527765523	451
0.0035313861181927096	451
0.0034217366013341386	451
0.00331549170128747	460
0.0032125457047220123	461
0.0031127961807053323	461
0.003016143878784798	461
0.0029224926302337207	461
0.0028317492523637694	471
0.0027438234558085023	471
0.0026586277546857403	471
0.0025760773795493984	471
0.0024960901930441612	480
0.002418586608179085	481
0.0023434895091387887	481
0.0022707241745534824	481
0.0022002182031514396	481
0.002131901441719966	491
0.0020657059153031832	491
0.0020015657595671673	491
0.001939417155265149	491
0.001879198264737575	491
0.0018208491703838277	501
0.001764311815044419	501
0.0017095299442342977	501
0.001656449050169821	501
0.0016050163175336874	501
0.0015551805709238663	511
0.0015068922239342402	511
0.0014601032298162922	511
0.0014147670336727418	511
0.001370838526135582	511
0.0013282739984823986	511
0.0012870310991463343	521
0.0012470687915764175	521
0.001208347313406328	521
0.0011708281368909704	521
0.0011344739305714942	521
0.0010992485221306095	521
0.001065116862401255	531
0.0010320449904927863	531
0.001	531
0.0009689500062613694	531
0.0009388641146339076	531
0.0009097123897530997	531
0.0008814658257473112	531
0.0008540963173770411	531
0.0008275766320702965	541
0.0008018803828262767	541
0.00077698200196039	541
0.0007528567156644912	541
0.0007294805193570227	541
0.0007068301537985341	541
0.0006848830819488142	541
0.0006636174665426101	541
0.0006430121483616162	551
0.0006230466251811245	551
0.0006037010313703756	551
0.0005849561181263205	551
0.0005667932343211246	551
0.0005491943079443555	551
0.0005321418281213915	551
0.0005156188276901594	551
0.0004996088663188599	561
0.00048409601414789487	561
0.00046906483593970666	561
0.00045450037572076693	561
0.00044038814190043183	561
0.0004267140928518562	561
0.00041346462294062063	561
0.0004006265489871695	561
0.00038818709714958863	571
0.0003761338902136767	571
0.00036445493527765524	571
0.000353138611819271	571
0.0003421736601334139	571
0.000331549170128747	571
0.00032125457047220125	581
0.0003112796180705332	581
0.0003016143878784798	581
0.0002922492630233721	581
0.00028317492523637696	582
0.0002743823455808502	591
0.000265862775468574	591
0.0002576077379549398	591
0.0002496090193044161	601
0.00024185866081790852	601
0.00023434895091387886	602
0.00022707241745534824	611
0.00022002182031514395	611
0.0002131901441719966	621
0.00020657059153031832	621
0.0002001565759567167	622
0.0001939417155265149	631
0.0001879198264737575	631
0.00018208491703838279	641
0.0001764311815044419	641
0.00017095299442342976	651
0.0001656449050169821	651
0.00016050163175336873	652
0.00015551805709238662	661
0.000150689222393424	662
0.00014601032298162923	671
0.0001414767033672742	681
0.0001370838526135582	681
0.00013282739984823985	691
0.00012870310991463342	692
0.00012470687915764174	702
0.0001208347313406328	711
0.00011708281368909703	712
0.00011344739305714942	721
0.00010992485221306096	731
0.00010651168624012551	741
0.00010320449904927862	742
0.0001	761
9.689500062613703e-5	781
9.388641146339076e-5	791
9.097123897531007e-5	801
8.814658257473112e-5	822
8.540963173770412e-5	842
8.275766320702957e-5	872
8.018803828262768e-5	902
7.769820019603893e-5	942
7.528567156644912e-5	972
7.294805193570234e-5	1002
7.068301537985341e-5	1042
6.848830819488149e-5	1112
6.636174665426094e-5	5821
6.430121483616162e-5	10580
6.230466251811238e-5	16311
6.037010313703756e-5	16752
5.849561181263211e-5	194677
5.6679323432112456e-5	196251
5.49194307944356e-5	202352
5.321418281213916e-5	220005
5.1561882769015943e-5	227910
4.9960886631885935e-5	246115
4.840960141478949e-5	251525
4.690648359397062e-5	253529
4.5450037572076696e-5	259880
4.4038814190043234e-5	261364
4.267140928518562e-5	263247
4.134646229406211e-5	267284
4.0062654898716905e-5	272985
3.881870971495887e-5	275550
3.761338902136763e-5	277213
3.6445493527765524e-5	278776
3.531386118192713e-5	280379
3.421736601334139e-5	281391
3.3154917012874735e-5	283315
3.212545704722013e-5	285839
3.112796180705332e-5	288544
3.016143878784795e-5	289576
2.922492630233721e-5	290468
2.8317492523637665e-5	291761
2.7438234558085022e-5	292612
2.658627754685743e-5	293063
2.5760773795493983e-5	293433
2.496090193044164e-5	294256
2.4185866081790828e-5	294957
2.3434895091387883e-5	295197
2.2707241745534802e-5	295799
2.2002182031514394e-5	296239
2.1319014417199683e-5	297030
2.0657059153031834e-5	297451
2.0015657595671693e-5	297872
1.939417155265149e-5	299786
1.879198264737575e-5	301078
1.820849170383826e-5	301880
1.764311815044419e-5	303242
1.709529944234296e-5	303814
1.656449050169821e-5	304916
1.605016317533689e-5	306157
1.5551805709238664e-5	308623
1.5068922239342416e-5	309324
1.4601032298162908e-5	311899
1.414767033672742e-5	313391
1.3708385261355807e-5	314002
1.3282739984823985e-5	316767
1.2870310991463354e-5	321917
1.2470687915764176e-5	323751
1.2083473134063293e-5	325465
1.1708281368909704e-5	326697
1.1344739305714943e-5	337346
1.0992485221306085e-5	342085
1.0651168624012552e-5	344320
1.0320449904927852e-5	344440
1.0e-5	349240
9.689500062613703e-6	358196
9.388641146339076e-6	361382
9.097123897531006e-6	361392
8.814658257473112e-6	362424
8.540963173770412e-6	364037
8.275766320702957e-6	366662
8.018803828262767e-6	366952
7.769820019603893e-6	370348
7.528567156644912e-6	370490
7.294805193570234e-6	370930
7.068301537985341e-6	373986
6.84883081948815e-6	375669
6.636174665426095e-6	375749
6.430121483616161e-6	376882
6.230466251811239e-6	378955
6.037010313703756e-6	379156
5.849561181263212e-6	379967
5.6679323432112455e-6	383384
5.49194307944356e-6	384376
5.321418281213916e-6	386068
5.156188276901594e-6	389746
4.996088663188594e-6	402830
4.840960141478949e-6	402830
4.690648359397062e-6	409212
4.545003757207669e-6	409873
4.403881419004323e-6	409873
4.2671409285185625e-6	873659
4.134646229406211e-6	951666
4.006265489871691e-6	951666
3.881870971495886e-6	966144
3.761338902136763e-6	969660
3.644549352776552e-6	969660
3.5313861181927136e-6	972746
3.4217366013341387e-6	972746
3.315491701287474e-6	973257
3.2125457047220125e-6	973257
3.112796180705332e-6	974830
3.016143878784795e-6	974830
2.9224926302337207e-6	981612
2.8317492523637666e-6	981612
2.7438234558085022e-6	982945
2.658627754685743e-6	982945
2.5760773795493983e-6	983806
2.496090193044164e-6	983806
2.418586608179083e-6	983806
2.3434895091387885e-6	2712459
2.27072417455348e-6	2712459
2.2002182031514395e-6	2712459
2.131901441719968e-6	3002577
2.0657059153031835e-6	3002577
2.001565759567169e-6	3002577
1.939417155265149e-6	3594513
1.8791982647375751e-6	3594513
1.8208491703838258e-6	3594513
1.764311815044419e-6	3694482
1.709529944234296e-6	3694482
1.656449050169821e-6	3694482
1.605016317533689e-6	3694482
1.5551805709238662e-6	3697989
1.5068922239342417e-6	3697989
1.4601032298162907e-6	3697989
1.4147670336727419e-6	3697989
1.3708385261355808e-6	3780635
1.3282739984823986e-6	3780635
1.2870310991463355e-6	3780635
1.2470687915764174e-6	3780635
1.2083473134063293e-6	3780635
1.1708281368909703e-6	3860155
1.1344739305714942e-6	3860155
1.0992485221306085e-6	3860155
1.0651168624012551e-6	3860155
1.032044990492785e-6	3860155
1.0e-6	3860155
9.689500062613703e-7	3879041
9.388641146339077e-7	3879041
9.097123897531007e-7	3879041
8.814658257473113e-7	3879041
8.540963173770411e-7	3879041
8.275766320702956e-7	3879041
8.018803828262767e-7	3879041
7.769820019603893e-7	3897997
7.528567156644912e-7	3897997
7.294805193570235e-7	3897997
7.068301537985341e-7	3897997
6.848830819488149e-7	3897997
6.636174665426094e-7	3897997
6.430121483616161e-7	3897997
6.230466251811239e-7	3897997
6.037010313703756e-7	3897997
5.849561181263212e-7	3919136
5.667932343211246e-7	3919136
5.491943079443559e-7	3919136
5.321418281213915e-7	3919136
5.156188276901594e-7	3919136
4.996088663188593e-7	3919136
4.840960141478949e-7	3919136
4.690648359397062e-7	3919136
4.5450037572076695e-7	3919136
4.403881419004323e-7	3919136
4.267140928518562e-7	3919136
4.1346462294062107e-7	3919136
4.006265489871691e-7	3919136
3.8818709714958865e-7	3957038
3.761338902136763e-7	3957038
